file_id,label
./data/Caltech101/000/1.jpg,0
./data/Caltech101/000/10.jpg,0
./data/Caltech101/000/11.jpg,0
./data/Caltech101/000/12.jpg,0
./data/Caltech101/000/13.jpg,0
./data/Caltech101/000/14.jpg,0
./data/Caltech101/000/15.jpg,0
./data/Caltech101/000/16.jpg,0
./data/Caltech101/000/17.jpg,0
./data/Caltech101/000/18.jpg,0
./data/Caltech101/000/19.jpg,0
./data/Caltech101/000/2.jpg,0
./data/Caltech101/000/20.jpg,0
./data/Caltech101/000/21.jpg,0
./data/Caltech101/000/22.jpg,0
./data/Caltech101/000/23.jpg,0
./data/Caltech101/000/24.jpg,0
./data/Caltech101/000/25.jpg,0
./data/Caltech101/000/26.jpg,0
./data/Caltech101/000/27.jpg,0
./data/Caltech101/000/28.jpg,0
./data/Caltech101/000/29.jpg,0
./data/Caltech101/000/3.jpg,0
./data/Caltech101/000/30.jpg,0
./data/Caltech101/000/31.jpg,0
./data/Caltech101/000/32.jpg,0
./data/Caltech101/000/33.jpg,0
./data/Caltech101/000/34.jpg,0
./data/Caltech101/000/35.jpg,0
./data/Caltech101/000/36.jpg,0
./data/Caltech101/000/37.jpg,0
./data/Caltech101/000/38.jpg,0
./data/Caltech101/000/39.jpg,0
./data/Caltech101/000/4.jpg,0
./data/Caltech101/000/40.jpg,0
./data/Caltech101/000/41.jpg,0
./data/Caltech101/000/42.jpg,0
./data/Caltech101/000/43.jpg,0
./data/Caltech101/000/44.jpg,0
./data/Caltech101/000/45.jpg,0
./data/Caltech101/000/46.jpg,0
./data/Caltech101/000/47.jpg,0
./data/Caltech101/000/48.jpg,0
./data/Caltech101/000/49.jpg,0
./data/Caltech101/000/5.jpg,0
./data/Caltech101/000/50.jpg,0
./data/Caltech101/000/51.jpg,0
./data/Caltech101/000/52.jpg,0
./data/Caltech101/000/53.jpg,0
./data/Caltech101/000/54.jpg,0
./data/Caltech101/000/55.jpg,0
./data/Caltech101/000/6.jpg,0
./data/Caltech101/000/7.jpg,0
./data/Caltech101/000/8.jpg,0
./data/Caltech101/000/9.jpg,0
./data/Caltech101/001/100.jpg,1
./data/Caltech101/001/101.jpg,1
./data/Caltech101/001/102.jpg,1
./data/Caltech101/001/103.jpg,1
./data/Caltech101/001/104.jpg,1
./data/Caltech101/001/105.jpg,1
./data/Caltech101/001/106.jpg,1
./data/Caltech101/001/107.jpg,1
./data/Caltech101/001/108.jpg,1
./data/Caltech101/001/109.jpg,1
./data/Caltech101/001/110.jpg,1
./data/Caltech101/001/111.jpg,1
./data/Caltech101/001/112.jpg,1
./data/Caltech101/001/113.jpg,1
./data/Caltech101/001/114.jpg,1
./data/Caltech101/001/115.jpg,1
./data/Caltech101/001/116.jpg,1
./data/Caltech101/001/117.jpg,1
./data/Caltech101/001/118.jpg,1
./data/Caltech101/001/119.jpg,1
./data/Caltech101/001/120.jpg,1
./data/Caltech101/001/121.jpg,1
./data/Caltech101/001/122.jpg,1
./data/Caltech101/001/123.jpg,1
./data/Caltech101/001/124.jpg,1
./data/Caltech101/001/125.jpg,1
./data/Caltech101/001/126.jpg,1
./data/Caltech101/001/127.jpg,1
./data/Caltech101/001/128.jpg,1
./data/Caltech101/001/129.jpg,1
./data/Caltech101/001/130.jpg,1
./data/Caltech101/001/131.jpg,1
./data/Caltech101/001/132.jpg,1
./data/Caltech101/001/133.jpg,1
./data/Caltech101/001/134.jpg,1
./data/Caltech101/001/135.jpg,1
./data/Caltech101/001/136.jpg,1
./data/Caltech101/001/137.jpg,1
